Niveau,Structure_hierarchique,Code,Titres_de_classes,Definitions_de_la_classe
4,Sous-classe (Domaine),RDF3010602,Physiologie sensorimotrice,Cette sous-classe comprend la recherche et le développement expérimental en physiologie sensorimotrice.
4,Sous-classe (Domaine),RDF3010603,Physiologie informatique,Cette sous-classe comprend la recherche et le développement expérimental en physiologie informatique.
4,Sous-classe (Domaine),RDF3010604,"Différences sexuelles dans les cellules, les tissus et les animaux","Cette sous-classe comprend la recherche et le développement expérimental en différences sexuelles dans les cellules, les tissus et les animaux."
4,Sous-classe (Domaine),RDF3010605,Développement humain et organogenèse,Cette sous-classe comprend la recherche et le développement expérimental en développement humain et organogenèse.
4,Sous-classe (Domaine),RDF3010606,Électrophysiologie,Cette sous-classe comprend la recherche et le développement expérimental en électrophysiologie.
4,Sous-classe (Domaine),RDF3010699,"Physiologie humaine, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en physiologie humaine, n.c.a."
3,Classe,RDF30107,Santé de l'appareil locomoteur et mouvements humains,Cette classe comprend la recherche et le développement expérimental en santé de l'appareil locomoteur et mouvements humains.
4,Sous-classe (Domaine),RDF3010701,"Sciences des os, de la peau et du cartilage","Cette sous-classe comprend la recherche et le développement expérimental en sciences des os, de la peau et du cartilage."
4,Sous-classe (Domaine),RDF3010702,Biologie et physiologie musculosquelettique,Cette sous-classe comprend la recherche et le développement expérimental en biologie et physiologie musculosquelettique.
4,Sous-classe (Domaine),RDF3010703,Biomécanique humaine,Cette sous-classe comprend la recherche et le développement expérimental en biomécanique humaine.
4,Sous-classe (Domaine),RDF3010704,Physiologie de l'exercice,Cette sous-classe comprend la recherche et le développement expérimental en physiologie de l'exercice.
4,Sous-classe (Domaine),RDF3010705,Contrôle sensorimoteur,Cette sous-classe comprend la recherche et le développement expérimental en contrôle sensorimoteur.
4,Sous-classe (Domaine),RDF3010706,"Équilibre, démarche et locomotion","Cette sous-classe comprend la recherche et le développement expérimental en équilibre, démarche et locomotion."
4,Sous-classe (Domaine),RDF3010799,"Autre santé de l'appareil locomoteur et mouvements humains, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en autre santé de l'appareil locomoteur et mouvements humains, n.c.a."
3,Classe,RDF30199,Autres médecine fondamentale et sciences de la vie,Cette classe comprend la recherche et le développement expérimental en autres médecine fondamentale et sciences de la vie.
4,Sous-classe (Domaine),RDF3019999,Autres médecine fondamentale et sciences de la vie,Cette sous-classe comprend la recherche et le développement expérimental en autres médecine fondamentale et sciences de la vie.
2,Groupe,RDF302,Médecine clinique,Ce groupe comprend la recherche et le développement expérimental en médecine clinique et autres sciences cliniques.
3,Classe,RDF30201,Médecine cardiorespiratoire et hématologie,Cette classe comprend la recherche et le développement expérimental en médecine cardiorespiratoire et hématologie.
4,Sous-classe (Domaine),RDF3020101,Cardiologie et sciences circulatoires (y compris les maladies cardiovasculaires),Cette sous-classe comprend la recherche et le développement expérimental en cardiologie et sciences circulatoires (y compris les maladies cardiovasculaires).
4,Sous-classe (Domaine),RDF3020102,Hématologie,Cette sous-classe comprend la recherche et le développement expérimental en hématologie.
4,Sous-classe (Domaine),RDF3020103,Maladies respiratoires,Cette sous-classe comprend la recherche et le développement expérimental en maladies respiratoires.
4,Sous-classe (Domaine),RDF3020104,Sciences vasculaires cérébrales (y compris l'accident vasculaire cérébral),Cette sous-classe comprend la recherche et le développement expérimental en sciences vasculaires cérébrales (y compris l'accident vasculaire cérébral).
4,Sous-classe (Domaine),RDF3020105,Sciences respiratoires,Cette sous-classe comprend la recherche et le développement expérimental en sciences respiratoires.
4,Sous-classe (Domaine),RDF3020106,Pathologies de l'appareil respiratoire et interventions cliniques,Cette sous-classe comprend la recherche et le développement expérimental en pathologies de l'appareil respiratoire et interventions cliniques.
4,Sous-classe (Domaine),RDF3020107,Biologie vasculaire et endothéliale,Cette sous-classe comprend la recherche et le développement expérimental en biologie vasculaire et endothéliale.
4,Sous-classe (Domaine),RDF3020199,"Médecine cardiorespiratoire et hématologie, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en médecine cardiorespiratoire et hématologie, n.c.a."
3,Classe,RDF30202,Sciences cliniques,Cette classe comprend la recherche et le développement expérimental en sciences cliniques.
4,Sous-classe (Domaine),RDF3020201,Anesthésiologie,Cette sous-classe comprend la recherche et le développement expérimental en anesthésiologie.
4,Sous-classe (Domaine),RDF3020202,Microbiologie clinique,Cette sous-classe comprend la recherche et le développement expérimental en microbiologie clinique.
4,Sous-classe (Domaine),RDF3020203,Dermatologie,Cette sous-classe comprend la recherche et le développement expérimental en dermatologie.
4,Sous-classe (Domaine),RDF3020204,Maladies et infections sexuellement transmissibles,Cette sous-classe comprend la recherche et le développement expérimental en maladies et infections sexuellement transmissibles.
4,Sous-classe (Domaine),RDF3020205,Médecine de soins intensifs et médecine d'urgence,Cette sous-classe comprend la recherche et le développement expérimental en médecine de soins intensif et médecine d'urgence.
4,Sous-classe (Domaine),RDF3020206,Endocrinologie humaine (sauf le diabète et l'obésité),Cette sous-classe comprend la recherche et le développement expérimental en endocrinologie humaine (sauf le diabète et l'obésité).
4,Sous-classe (Domaine),RDF3020207,Métabolisme et maladies humains (sauf le diabète et l'obésité),Cette sous-classe comprend la recherche et le développement expérimental en métabolisme et maladies humains (sauf le diabète et l'obésité).
4,Sous-classe (Domaine),RDF3020208,Sciences cliniques sur le diabète,Cette sous-classe comprend la recherche et le développement expérimental en sciences cliniques sur le diabète.
4,Sous-classe (Domaine),RDF3020209,Sciences cliniques sur l'obésité,Cette sous-classe comprend la recherche et le développement expérimental en sciences cliniques sur l'obésité.
4,Sous-classe (Domaine),RDF3020210,Gastroentérologie,Cette sous-classe comprend la recherche et le développement expérimental en gastroentérologie.
4,Sous-classe (Domaine),RDF3020211,Hépatologie,Cette sous-classe comprend la recherche et le développement expérimental en hépatologie.
4,Sous-classe (Domaine),RDF3020212,Gériatrie et gérontologie,Cette sous-classe comprend la recherche et le développement expérimental en gériatrie et gérontologie.
4,Sous-classe (Domaine),RDF3020213,Maladies infectieuses,Cette sous-classe comprend la recherche et le développement expérimental en maladies infectieuses.
4,Sous-classe (Domaine),RDF3020214,Génétique clinique (sauf la génétique du cancer),Cette sous-classe comprend la recherche et le développement expérimental en génétique clinique (sauf la génétique du cancer).
4,Sous-classe (Domaine),RDF3020215,Néphrologie,Cette sous-classe comprend la recherche et le développement expérimental en néphrologie.
4,Sous-classe (Domaine),RDF3020216,Urologie,Cette sous-classe comprend la recherche et le développement expérimental en urologie.
4,Sous-classe (Domaine),RDF3020217,Sciences cardiovasculaires cliniques et translationnelles,Cette sous-classe comprend la recherche et le développement expérimental en sciences cardiovasculaires cliniques et translationnelles.
4,Sous-classe (Domaine),RDF3020218,"Radiologie, médecine nucléaire et imagerie médicale","Cette sous-classe comprend la recherche et le développement expérimental en radiologie, médecine nucléaire et imagerie médicale."
4,Sous-classe (Domaine),RDF3020219,Orthopédie,Cette sous-classe comprend la recherche et le développement expérimental en orthopédie.
4,Sous-classe (Domaine),RDF3020220,Otorhinolaryngologie,Cette sous-classe comprend la recherche et le développement expérimental en otorhinolaryngologie.
4,Sous-classe (Domaine),RDF3020221,Pathologie (sauf la pathologie buccale),Cette sous-classe comprend la recherche et le développement expérimental en pathologie (sauf la pathologie buccale).
4,Sous-classe (Domaine),RDF3020222,Podiatrie,Cette sous-classe comprend la recherche et le développement expérimental en podiatrie.
4,Sous-classe (Domaine),RDF3020223,Psychiatrie (y compris la psychothérapie),Cette sous-classe comprend la recherche et le développement expérimental en psychiatrie (y compris la psychothérapie).
4,Sous-classe (Domaine),RDF3020224,Rhumatologie,Cette sous-classe comprend la recherche et le développement expérimental en rhumatologie.
4,Sous-classe (Domaine),RDF3020225,Chirurgie,Cette sous-classe comprend la recherche et le développement expérimental en chirurgie.
4,Sous-classe (Domaine),RDF3020226,Oncologie clinique,Cette sous-classe comprend la recherche et le développement expérimental en oncologie clinique.
4,Sous-classe (Domaine),RDF3020227,Neurologie,Cette sous-classe comprend la recherche et le développement expérimental en neurologie.
4,Sous-classe (Domaine),RDF3020228,Ophtalmologie,Cette sous-classe comprend la recherche et le développement expérimental en ophtalmologie.
4,Sous-classe (Domaine),RDF3020229,Maladies rares,Cette sous-classe comprend la recherche et le développement expérimental en maladies rares.
4,Sous-classe (Domaine),RDF3020230,Sexologie clinique,Cette sous-classe comprend la recherche et le développement expérimental en sexologie clinique.
4,Sous-classe (Domaine),RDF3020231,"Pharmacologie translationnelle et clinique, et thérapeutique","Cette sous-classe comprend la recherche et le développement expérimental en pharmacologie translationnelle et clinique, et en thérapeutique."
4,Sous-classe (Domaine),RDF3020232,Pharmacie clinique et pratique pharmaceutique,Cette sous-classe comprend la recherche et le développement expérimental en pharmacie clinique et pratique pharmaceutique.
4,Sous-classe (Domaine),RDF3020233,Toxicologie clinique,Cette sous-classe comprend la recherche et le développement expérimental en toxicologie clinique.
4,Sous-classe (Domaine),RDF3020299,"Sciences cliniques, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en sciences cliniques, n.c.a."
